call_id,customer_id,call_date,carrier,country,call_category,predicted_category,confidence,actual_category,latency_ms,blocked,model_version
CALL-008312,CUST-037,2025-05-17,Bluepeak Mobile,Australia,robocall,robocall,0.972,robocall,89,true,v3.1
CALL-008313,CUST-039,2025-10-26,Northstar Mobile,Ireland,legitimate,robocall,0.616,legitimate,184,false,v3.2
CALL-008314,CUST-050,2025-06-29,Alder Telecom,Canada,fraud,legitimate,0.637,fraud,114,false,v3.1
CALL-008315,CUST-050,2025-06-23,Alder Telecom,Canada,spam,fraud,0.927,spam,118,true,v3.1
CALL-008316,CUST-070,2025-08-01,Northstar Mobile,Australia,legitimate,legitimate,0.899,legitimate,94,false,v3.1
CALL-008317,CUST-045,2025-10-30,multi-carrier,France,robocall,spam,0.906,robocall,172,true,v3.2
CALL-008318,CUST-050,2025-11-25,Alder Telecom,Canada,legitimate,legitimate,0.806,legitimate,81,false,v3.2
CALL-008319,CUST-006,2025-12-20,Everfield Connect,Ireland,legitimate,legitimate,0.852,legitimate,164,false,v3.2
CALL-008320,CUST-014,2025-05-22,Meadow Connect,United States,legitimate,legitimate,0.803,legitimate,85,false,v3.1
CALL-008321,CUST-076,2025-02-12,multi-carrier,Australia,legitimate,legitimate,0.924,legitimate,99,false,v3.0
CALL-008322,CUST-068,2025-08-28,Northstar Mobile,Canada,legitimate,legitimate,0.981,legitimate,91,false,v3.1
CALL-008323,CUST-097,2025-09-13,multi-carrier,Australia,legitimate,legitimate,0.947,legitimate,101,false,v3.2
CALL-008324,CUST-079,2025-06-18,multi-carrier,Canada,legitimate,legitimate,0.979,legitimate,86,false,v3.1
CALL-008325,CUST-058,2025-12-24,Alder Telecom,Canada,legitimate,legitimate,0.819,legitimate,102,false,v3.2
CALL-008326,CUST-012,2025-05-07,Keystone Telecom,France,legitimate,legitimate,0.836,legitimate,119,false,v3.1
CALL-008327,CUST-080,2025-11-02,Alder Telecom,Canada,legitimate,legitimate,0.875,legitimate,109,false,v3.2
CALL-008328,CUST-002,2025-10-21,Alder Cloud,Canada,legitimate,legitimate,0.817,legitimate,103,false,v3.2
CALL-008329,CUST-010,2025-06-28,Ironwood Cloud,Canada,legitimate,legitimate,0.939,legitimate,95,false,v3.1
CALL-008330,CUST-089,2025-09-24,Bluepeak Mobile,Australia,legitimate,robocall,0.704,legitimate,104,true,v3.2
CALL-008331,CUST-055,2025-06-29,Bluepeak Mobile,Australia,legitimate,legitimate,0.942,legitimate,120,false,v3.1
CALL-008332,CUST-001,2025-11-01,Northstar Mobile,United States,legitimate,legitimate,0.801,legitimate,81,false,v3.2
CALL-008333,CUST-001,2025-05-19,Northstar Mobile,United States,legitimate,legitimate,0.903,legitimate,72,false,v3.1
CALL-008334,CUST-058,2025-04-17,Alder Telecom,Canada,robocall,robocall,0.899,robocall,74,true,v3.0
CALL-008335,CUST-007,2025-06-22,Fairway Financial,United States,legitimate,legitimate,0.975,legitimate,65,false,v3.1
CALL-008336,CUST-017,2025-02-28,Pioneer CX,United States,legitimate,legitimate,0.807,legitimate,105,false,v3.0
CALL-008337,CUST-083,2025-10-12,Alder Telecom,Canada,legitimate,legitimate,0.835,legitimate,110,false,v3.2
CALL-008338,CUST-070,2025-09-29,Northstar Mobile,Australia,legitimate,legitimate,0.924,legitimate,110,false,v3.2
CALL-008339,CUST-003,2025-09-02,Bluepeak Bank,Netherlands,legitimate,legitimate,0.977,legitimate,177,false,v3.2
CALL-008340,CUST-096,2025-12-10,Northstar Mobile,Netherlands,robocall,robocall,0.951,robocall,153,true,v3.2
CALL-008341,CUST-029,2025-02-20,multi-carrier,United States,fraud,fraud,0.914,fraud,72,true,v3.0
CALL-008342,CUST-040,2025-01-24,Bluepeak Mobile,Canada,spam,spam,0.849,spam,118,true,v3.0
CALL-008343,CUST-054,2025-01-09,Alder Telecom,Netherlands,spam,legitimate,0.653,spam,88,false,v3.0
CALL-008344,CUST-066,2025-02-13,Northstar Mobile,Germany,legitimate,legitimate,0.938,legitimate,88,false,v3.0
CALL-008345,CUST-057,2025-04-20,Bluepeak Mobile,France,legitimate,legitimate,0.973,legitimate,142,false,v3.0
CALL-008346,CUST-087,2025-01-05,Northstar Mobile,Ireland,fraud,legitimate,0.695,fraud,75,false,v3.0
CALL-008347,CUST-025,2025-04-08,Northstar Mobile,United States,legitimate,legitimate,0.836,legitimate,58,false,v3.0
CALL-008348,CUST-061,2025-06-24,multi-carrier,United States,legitimate,legitimate,0.884,legitimate,65,false,v3.1
CALL-008349,CUST-030,2025-06-08,multi-carrier,Spain,spam,spam,0.791,spam,119,true,v3.1
CALL-008350,CUST-028,2025-10-07,Northstar Mobile,United States,legitimate,legitimate,0.818,legitimate,87,false,v3.2
CALL-008351,CUST-090,2025-05-25,Northstar Mobile,Spain,legitimate,legitimate,0.821,legitimate,128,false,v3.1
CALL-008352,CUST-018,2025-10-01,Quartz Cloud,Germany,spam,spam,0.895,spam,183,true,v3.2
CALL-008353,CUST-057,2025-10-26,Bluepeak Mobile,France,fraud,fraud,0.905,fraud,165,true,v3.2
CALL-008354,CUST-030,2025-05-31,multi-carrier,Spain,spam,spam,0.945,spam,122,true,v3.1
CALL-008355,CUST-081,2025-06-19,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.949,legitimate,111,false,v3.1
CALL-008356,CUST-008,2025-10-12,Granite Mobile,United States,legitimate,legitimate,0.804,legitimate,78,false,v3.2
CALL-008357,CUST-033,2025-12-20,Alder Telecom,Ireland,legitimate,legitimate,0.916,legitimate,175,false,v3.2
CALL-008358,CUST-094,2025-11-29,Alder Telecom,Australia,spam,spam,0.764,spam,119,true,v3.2
CALL-008359,CUST-075,2025-02-28,multi-carrier,Spain,spam,robocall,0.859,spam,123,true,v3.0
CALL-008360,CUST-020,2025-07-01,Summit Telecom,United States,legitimate,legitimate,0.839,legitimate,70,false,v3.1
CALL-008361,CUST-022,2025-01-15,Alder Telecom,Canada,fraud,fraud,0.94,fraud,102,true,v3.0
CALL-008362,CUST-061,2025-06-12,multi-carrier,United States,legitimate,legitimate,0.903,legitimate,61,false,v3.1
CALL-008363,CUST-005,2025-07-25,Driftwood Voice,United States,legitimate,legitimate,0.908,legitimate,82,false,v3.1
CALL-008364,CUST-045,2025-02-22,multi-carrier,France,legitimate,legitimate,0.833,legitimate,121,false,v3.0
CALL-008365,CUST-089,2025-11-22,Bluepeak Mobile,Australia,spam,spam,0.823,spam,120,true,v3.2
CALL-008366,CUST-009,2025-02-06,Harbor CX,France,spam,spam,0.898,spam,141,true,v3.0
CALL-008367,CUST-039,2025-06-11,Northstar Mobile,Ireland,legitimate,legitimate,0.873,legitimate,116,false,v3.1
CALL-008368,CUST-026,2025-08-31,Alder Telecom,Canada,legitimate,legitimate,0.917,legitimate,89,false,v3.1
CALL-008369,CUST-040,2025-06-12,Bluepeak Mobile,Canada,robocall,legitimate,0.752,robocall,96,false,v3.1
CALL-008370,CUST-050,2025-01-08,Alder Telecom,Canada,legitimate,legitimate,0.858,legitimate,120,false,v3.0
CALL-008371,CUST-040,2025-03-01,Bluepeak Mobile,Canada,legitimate,legitimate,0.827,legitimate,86,false,v3.0
CALL-008372,CUST-004,2025-07-24,Cinder Telecom,Australia,legitimate,legitimate,0.986,legitimate,106,false,v3.1
CALL-008373,CUST-031,2025-12-06,Northstar Mobile,Australia,legitimate,legitimate,0.817,legitimate,114,false,v3.2
CALL-008374,CUST-055,2025-03-12,Bluepeak Mobile,Australia,robocall,robocall,0.973,robocall,125,true,v3.0
CALL-008375,CUST-097,2025-10-24,multi-carrier,Australia,spam,spam,0.774,spam,122,true,v3.2
CALL-008376,CUST-018,2025-07-16,Quartz Cloud,Germany,robocall,fraud,0.848,robocall,175,true,v3.1
CALL-008377,CUST-014,2025-10-27,Meadow Connect,United States,legitimate,legitimate,0.905,legitimate,70,false,v3.2
CALL-008378,CUST-100,2025-04-13,Northstar Mobile,United States,legitimate,legitimate,0.932,legitimate,90,false,v3.0
CALL-008379,CUST-099,2025-09-07,Alder Telecom,Spain,legitimate,legitimate,0.801,legitimate,173,false,v3.2
CALL-008380,CUST-049,2025-07-26,Bluepeak Mobile,United States,spam,legitimate,0.664,spam,99,false,v3.1
CALL-008381,CUST-001,2025-08-29,Northstar Mobile,United States,fraud,fraud,0.987,fraud,69,true,v3.1
CALL-008382,CUST-024,2025-09-24,Bluepeak Mobile,Ireland,legitimate,legitimate,0.963,legitimate,168,false,v3.2
CALL-008383,CUST-008,2025-10-26,Granite Mobile,United States,spam,spam,0.894,spam,80,true,v3.2
CALL-008384,CUST-025,2025-03-16,Northstar Mobile,United States,legitimate,legitimate,0.911,legitimate,112,false,v3.0
CALL-008385,CUST-084,2025-02-24,Bluepeak Mobile,Germany,robocall,robocall,0.768,robocall,93,true,v3.0
CALL-008386,CUST-088,2025-11-29,Bluepeak Mobile,Australia,legitimate,legitimate,0.817,legitimate,107,false,v3.2
CALL-008387,CUST-064,2025-02-13,multi-carrier,Australia,legitimate,legitimate,0.984,legitimate,113,false,v3.0
CALL-008388,CUST-084,2025-08-12,Bluepeak Mobile,Germany,legitimate,legitimate,0.936,legitimate,171,false,v3.1
CALL-008389,CUST-057,2025-01-13,Bluepeak Mobile,France,robocall,legitimate,0.522,robocall,98,false,v3.0
CALL-008390,CUST-079,2025-03-12,multi-carrier,Canada,legitimate,legitimate,0.805,legitimate,86,false,v3.0
CALL-008391,CUST-011,2025-09-16,Juniper Bank,United States,legitimate,legitimate,0.863,legitimate,98,false,v3.2
CALL-008392,CUST-007,2025-01-22,Fairway Financial,United States,legitimate,legitimate,0.858,legitimate,86,false,v3.0
CALL-008393,CUST-006,2025-06-15,Everfield Connect,Ireland,legitimate,legitimate,0.92,legitimate,101,false,v3.1
CALL-008394,CUST-085,2025-06-30,multi-carrier,Australia,legitimate,legitimate,0.965,legitimate,118,false,v3.1
CALL-008395,CUST-078,2025-04-23,Bluepeak Mobile,Ireland,robocall,robocall,0.795,robocall,130,true,v3.0
CALL-008396,CUST-078,2025-07-07,Bluepeak Mobile,Ireland,legitimate,legitimate,0.937,legitimate,101,false,v3.1
CALL-008397,CUST-086,2025-08-14,Bluepeak Mobile,Canada,spam,spam,0.955,spam,94,true,v3.1
CALL-008398,CUST-053,2025-09-07,Northstar Mobile,Australia,legitimate,legitimate,0.824,legitimate,129,false,v3.2
CALL-008399,CUST-081,2025-04-16,Bluepeak Mobile,Netherlands,robocall,robocall,0.776,robocall,102,true,v3.0
CALL-008400,CUST-053,2025-04-28,Northstar Mobile,Australia,spam,legitimate,0.615,spam,142,false,v3.0
CALL-008401,CUST-051,2025-03-11,Bluepeak Mobile,Ireland,spam,legitimate,0.587,spam,103,false,v3.0
CALL-008402,CUST-077,2025-06-30,Alder Telecom,Australia,legitimate,legitimate,0.923,legitimate,99,false,v3.1
CALL-008403,CUST-086,2025-08-19,Bluepeak Mobile,Canada,robocall,legitimate,0.534,robocall,89,false,v3.1
CALL-008404,CUST-031,2025-02-19,Northstar Mobile,Australia,fraud,legitimate,0.725,fraud,112,false,v3.0
CALL-008405,CUST-045,2025-06-26,multi-carrier,France,spam,legitimate,0.651,spam,117,false,v3.1
CALL-008406,CUST-031,2025-05-11,Northstar Mobile,Australia,spam,spam,0.89,spam,146,true,v3.1
CALL-008407,CUST-080,2025-11-08,Alder Telecom,Canada,legitimate,legitimate,0.827,legitimate,88,false,v3.2
CALL-008408,CUST-070,2025-05-07,Northstar Mobile,Australia,robocall,robocall,0.863,robocall,128,true,v3.1
CALL-008409,CUST-021,2025-10-03,Northstar Mobile,Netherlands,legitimate,legitimate,0.955,legitimate,171,false,v3.2
CALL-008410,CUST-077,2025-12-18,Alder Telecom,Australia,spam,legitimate,0.721,spam,133,false,v3.2
CALL-008411,CUST-036,2025-11-01,Northstar Mobile,Netherlands,robocall,robocall,0.985,robocall,174,true,v3.2
CALL-008412,CUST-071,2025-12-06,Northstar Mobile,Canada,legitimate,legitimate,0.889,legitimate,81,false,v3.2
CALL-008413,CUST-023,2025-04-27,Northstar Mobile,Australia,robocall,robocall,0.808,robocall,120,true,v3.0
CALL-008414,CUST-058,2025-06-25,Alder Telecom,Canada,legitimate,legitimate,0.835,legitimate,104,false,v3.1
CALL-008415,CUST-079,2025-04-26,multi-carrier,Canada,robocall,robocall,0.965,robocall,101,true,v3.0
CALL-008416,CUST-056,2025-11-28,Northstar Mobile,Australia,legitimate,legitimate,0.877,legitimate,126,false,v3.2
CALL-008417,CUST-088,2025-09-11,Bluepeak Mobile,Australia,legitimate,legitimate,0.946,legitimate,115,false,v3.2
CALL-008418,CUST-092,2025-01-11,Alder Telecom,United States,legitimate,legitimate,0.877,legitimate,62,false,v3.0
CALL-008419,CUST-048,2025-02-13,multi-carrier,France,fraud,fraud,0.85,fraud,121,true,v3.0
CALL-008420,CUST-085,2025-01-24,multi-carrier,Australia,spam,legitimate,0.624,spam,107,false,v3.0
CALL-008421,CUST-002,2025-06-05,Alder Cloud,Canada,legitimate,legitimate,0.924,legitimate,101,false,v3.1
CALL-008422,CUST-054,2025-07-31,Alder Telecom,Netherlands,legitimate,legitimate,0.991,legitimate,143,false,v3.1
CALL-008423,CUST-082,2025-03-25,Bluepeak Mobile,United States,legitimate,legitimate,0.912,legitimate,84,false,v3.0
CALL-008424,CUST-030,2025-06-20,multi-carrier,Spain,robocall,robocall,0.968,robocall,110,true,v3.1
CALL-008425,CUST-052,2025-07-21,Alder Telecom,Canada,fraud,fraud,0.773,fraud,119,true,v3.1
CALL-008426,CUST-050,2025-01-28,Alder Telecom,Canada,legitimate,legitimate,0.945,legitimate,98,false,v3.0
CALL-008427,CUST-099,2025-04-23,Alder Telecom,Spain,fraud,fraud,0.968,fraud,141,true,v3.0
CALL-008428,CUST-044,2025-07-25,multi-carrier,Australia,legitimate,legitimate,0.8,legitimate,146,false,v3.1
CALL-008429,CUST-035,2025-01-08,multi-carrier,United States,legitimate,legitimate,0.807,legitimate,105,false,v3.0
CALL-008430,CUST-087,2025-02-08,Northstar Mobile,Ireland,legitimate,legitimate,0.96,legitimate,97,false,v3.0
CALL-008431,CUST-058,2025-08-15,Alder Telecom,Canada,fraud,fraud,0.823,fraud,91,true,v3.1
CALL-008432,CUST-086,2025-07-08,Bluepeak Mobile,Canada,spam,legitimate,0.56,spam,67,false,v3.1
CALL-008433,CUST-095,2025-02-26,Alder Telecom,Australia,legitimate,legitimate,0.96,legitimate,122,false,v3.0
CALL-008434,CUST-085,2025-03-21,multi-carrier,Australia,legitimate,legitimate,0.908,legitimate,97,false,v3.0
CALL-008435,CUST-008,2025-02-06,Granite Mobile,United States,legitimate,legitimate,0.863,legitimate,77,false,v3.0
CALL-008436,CUST-004,2025-08-26,Cinder Telecom,Australia,legitimate,legitimate,0.966,legitimate,143,false,v3.1
CALL-008437,CUST-055,2025-08-11,Bluepeak Mobile,Australia,fraud,fraud,0.958,fraud,117,true,v3.1
CALL-008438,CUST-048,2025-02-19,multi-carrier,France,fraud,fraud,0.858,fraud,105,true,v3.0
CALL-008439,CUST-045,2025-01-19,multi-carrier,France,fraud,fraud,0.967,fraud,116,true,v3.0
CALL-008440,CUST-004,2025-04-14,Cinder Telecom,Australia,legitimate,legitimate,0.984,legitimate,83,false,v3.0
CALL-008441,CUST-006,2025-04-20,Everfield Connect,Ireland,spam,legitimate,0.624,spam,103,false,v3.0
CALL-008442,CUST-087,2025-08-17,Northstar Mobile,Ireland,legitimate,legitimate,0.845,legitimate,169,false,v3.1
CALL-008443,CUST-061,2025-02-21,multi-carrier,United States,robocall,robocall,0.771,robocall,85,true,v3.0
CALL-008444,CUST-039,2025-10-29,Northstar Mobile,Ireland,legitimate,legitimate,0.818,legitimate,174,false,v3.2
CALL-008445,CUST-092,2025-12-20,Alder Telecom,United States,legitimate,robocall,0.699,legitimate,71,true,v3.2
CALL-008446,CUST-011,2025-12-18,Juniper Bank,United States,spam,spam,0.835,spam,88,true,v3.2
CALL-008447,CUST-016,2025-11-20,Oakline Mobile,United States,robocall,robocall,0.928,robocall,86,true,v3.2
CALL-008448,CUST-080,2025-02-27,Alder Telecom,Canada,legitimate,fraud,0.681,legitimate,67,true,v3.0
CALL-008449,CUST-048,2025-12-28,multi-carrier,France,legitimate,legitimate,0.959,legitimate,159,false,v3.2
CALL-008450,CUST-006,2025-05-13,Everfield Connect,Ireland,legitimate,legitimate,0.813,legitimate,83,false,v3.1
CALL-008451,CUST-026,2025-10-15,Alder Telecom,Canada,legitimate,legitimate,0.953,legitimate,85,false,v3.2
CALL-008452,CUST-086,2025-08-05,Bluepeak Mobile,Canada,legitimate,legitimate,0.877,legitimate,95,false,v3.1
CALL-008453,CUST-080,2025-04-13,Alder Telecom,Canada,legitimate,legitimate,0.863,legitimate,77,false,v3.0
CALL-008454,CUST-078,2025-09-04,Bluepeak Mobile,Ireland,legitimate,legitimate,0.932,legitimate,165,false,v3.2
CALL-008455,CUST-044,2025-05-27,multi-carrier,Australia,spam,spam,0.937,spam,119,true,v3.1
CALL-008456,CUST-085,2025-08-19,multi-carrier,Australia,legitimate,legitimate,0.876,legitimate,114,false,v3.1
CALL-008457,CUST-010,2025-05-10,Ironwood Cloud,Canada,legitimate,legitimate,0.842,legitimate,49,false,v3.1
CALL-008458,CUST-057,2025-02-23,Bluepeak Mobile,France,spam,spam,0.806,spam,94,true,v3.0
CALL-008459,CUST-007,2025-03-25,Fairway Financial,United States,legitimate,legitimate,0.898,legitimate,74,false,v3.0
CALL-008460,CUST-078,2025-10-09,Bluepeak Mobile,Ireland,spam,spam,0.824,spam,186,true,v3.2
CALL-008461,CUST-042,2025-07-10,Bluepeak Mobile,Germany,legitimate,legitimate,0.805,legitimate,116,false,v3.1
CALL-008462,CUST-050,2025-04-02,Alder Telecom,Canada,fraud,robocall,0.98,fraud,111,true,v3.0
CALL-008463,CUST-060,2025-12-01,Northstar Mobile,Spain,fraud,fraud,0.845,fraud,200,true,v3.2
CALL-008464,CUST-049,2025-07-03,Bluepeak Mobile,United States,legitimate,legitimate,0.904,legitimate,56,false,v3.1
CALL-008465,CUST-076,2025-08-24,multi-carrier,Australia,legitimate,legitimate,0.859,legitimate,97,false,v3.1
CALL-008466,CUST-036,2025-08-27,Northstar Mobile,Netherlands,legitimate,legitimate,0.907,legitimate,185,false,v3.1
CALL-008467,CUST-031,2025-01-13,Northstar Mobile,Australia,spam,legitimate,0.742,spam,95,false,v3.0
CALL-008468,CUST-073,2025-08-12,Alder Telecom,Australia,legitimate,legitimate,0.981,legitimate,109,false,v3.1
CALL-008469,CUST-041,2025-12-12,Alder Telecom,Australia,legitimate,legitimate,0.816,legitimate,106,false,v3.2
CALL-008470,CUST-023,2025-01-14,Northstar Mobile,Australia,robocall,legitimate,0.602,robocall,136,false,v3.0
CALL-008471,CUST-025,2025-12-17,Northstar Mobile,United States,legitimate,spam,0.619,legitimate,122,false,v3.2
CALL-008472,CUST-054,2025-02-28,Alder Telecom,Netherlands,legitimate,legitimate,0.946,legitimate,88,false,v3.0
CALL-008473,CUST-050,2025-01-29,Alder Telecom,Canada,legitimate,legitimate,0.925,legitimate,74,false,v3.0
CALL-008474,CUST-082,2025-12-07,Bluepeak Mobile,United States,robocall,robocall,0.905,robocall,109,true,v3.2
CALL-008475,CUST-001,2025-09-17,Northstar Mobile,United States,legitimate,legitimate,0.916,legitimate,83,false,v3.2
CALL-008476,CUST-078,2025-10-30,Bluepeak Mobile,Ireland,legitimate,legitimate,0.976,legitimate,175,false,v3.2
CALL-008477,CUST-024,2025-03-02,Bluepeak Mobile,Ireland,spam,spam,0.867,spam,72,true,v3.0
CALL-008478,CUST-095,2025-01-02,Alder Telecom,Australia,legitimate,legitimate,0.986,legitimate,134,false,v3.0
CALL-008479,CUST-007,2025-11-25,Fairway Financial,United States,fraud,fraud,0.814,fraud,51,true,v3.2
CALL-008480,CUST-027,2025-09-25,Alder Telecom,Germany,spam,spam,0.78,spam,150,true,v3.2
CALL-008481,CUST-062,2025-07-20,Northstar Mobile,Canada,legitimate,legitimate,0.802,legitimate,92,false,v3.1
CALL-008482,CUST-028,2025-03-03,Northstar Mobile,United States,legitimate,legitimate,0.851,legitimate,90,false,v3.0
CALL-008483,CUST-032,2025-05-31,Bluepeak Mobile,United States,legitimate,legitimate,0.879,legitimate,93,false,v3.1
CALL-008484,CUST-089,2025-06-02,Bluepeak Mobile,Australia,legitimate,legitimate,0.981,legitimate,105,false,v3.1
CALL-008485,CUST-063,2025-05-23,Northstar Mobile,France,legitimate,legitimate,0.985,legitimate,126,false,v3.1
CALL-008486,CUST-058,2025-02-13,Alder Telecom,Canada,legitimate,legitimate,0.963,legitimate,75,false,v3.0
CALL-008487,CUST-058,2025-02-20,Alder Telecom,Canada,spam,legitimate,0.754,spam,88,false,v3.0
CALL-008488,CUST-003,2025-08-02,Bluepeak Bank,Netherlands,legitimate,legitimate,0.807,legitimate,153,false,v3.1
CALL-008489,CUST-083,2025-02-10,Alder Telecom,Canada,legitimate,legitimate,0.944,legitimate,65,false,v3.0
CALL-008490,CUST-005,2025-04-11,Driftwood Voice,United States,spam,spam,0.791,spam,85,true,v3.0
CALL-008491,CUST-093,2025-04-29,Alder Telecom,Netherlands,legitimate,legitimate,0.967,legitimate,106,false,v3.0
CALL-008492,CUST-059,2025-08-06,Northstar Mobile,United States,legitimate,legitimate,0.96,legitimate,75,false,v3.1
CALL-008493,CUST-001,2025-09-05,Northstar Mobile,United States,legitimate,legitimate,0.946,legitimate,86,false,v3.2
CALL-008494,CUST-084,2025-03-21,Bluepeak Mobile,Germany,legitimate,legitimate,0.844,legitimate,107,false,v3.0
CALL-008495,CUST-028,2025-01-18,Northstar Mobile,United States,spam,spam,0.908,spam,91,true,v3.0
CALL-008496,CUST-078,2025-07-26,Bluepeak Mobile,Ireland,legitimate,legitimate,0.911,legitimate,195,false,v3.1
CALL-008497,CUST-021,2025-01-29,Northstar Mobile,Netherlands,legitimate,legitimate,0.897,legitimate,81,false,v3.0
CALL-008498,CUST-022,2025-02-26,Alder Telecom,Canada,spam,spam,0.816,spam,102,true,v3.0
CALL-008499,CUST-015,2025-08-17,Nimbus Financial,France,spam,spam,0.93,spam,177,true,v3.1
CALL-008500,CUST-006,2025-12-17,Everfield Connect,Ireland,legitimate,legitimate,0.871,legitimate,177,false,v3.2
CALL-008501,CUST-097,2025-02-28,multi-carrier,Australia,legitimate,fraud,0.788,legitimate,110,true,v3.0
CALL-008502,CUST-096,2025-06-15,Northstar Mobile,Netherlands,fraud,fraud,0.95,fraud,101,true,v3.1
CALL-008503,CUST-024,2025-08-30,Bluepeak Mobile,Ireland,legitimate,legitimate,0.906,legitimate,163,false,v3.1
